"train/timestep","GAIL_training_6000_to_7000_HalfCheetah-v4_2345 - _step","GAIL_training_6000_to_7000_HalfCheetah-v4_2345 - _step__MIN","GAIL_training_6000_to_7000_HalfCheetah-v4_2345 - _step__MAX","GAIL_training_6000_to_7000_HalfCheetah-v4_2345 - train/reward","GAIL_training_6000_to_7000_HalfCheetah-v4_2345 - train/reward__MIN","GAIL_training_6000_to_7000_HalfCheetah-v4_2345 - train/reward__MAX","GAIL_training_5000_to_6000_HalfCheetah-v4_2345 - _step","GAIL_training_5000_to_6000_HalfCheetah-v4_2345 - _step__MIN","GAIL_training_5000_to_6000_HalfCheetah-v4_2345 - _step__MAX","GAIL_training_5000_to_6000_HalfCheetah-v4_2345 - train/reward","GAIL_training_5000_to_6000_HalfCheetah-v4_2345 - train/reward__MIN","GAIL_training_5000_to_6000_HalfCheetah-v4_2345 - train/reward__MAX","GAIL_training_3000_to_5000_HalfCheetah-v4_2345 - _step","GAIL_training_3000_to_5000_HalfCheetah-v4_2345 - _step__MIN","GAIL_training_3000_to_5000_HalfCheetah-v4_2345 - _step__MAX","GAIL_training_3000_to_5000_HalfCheetah-v4_2345 - train/reward","GAIL_training_3000_to_5000_HalfCheetah-v4_2345 - train/reward__MIN","GAIL_training_3000_to_5000_HalfCheetah-v4_2345 - train/reward__MAX","GAIL_training_1000_to_3000_HalfCheetah-v4_2345 - _step","GAIL_training_1000_to_3000_HalfCheetah-v4_2345 - _step__MIN","GAIL_training_1000_to_3000_HalfCheetah-v4_2345 - _step__MAX","GAIL_training_1000_to_3000_HalfCheetah-v4_2345 - train/reward","GAIL_training_1000_to_3000_HalfCheetah-v4_2345 - train/reward__MIN","GAIL_training_1000_to_3000_HalfCheetah-v4_2345 - train/reward__MAX","GAIL_training_0_to_1000_HalfCheetah-v4_2345 - _step","GAIL_training_0_to_1000_HalfCheetah-v4_2345 - _step__MIN","GAIL_training_0_to_1000_HalfCheetah-v4_2345 - _step__MAX","GAIL_training_0_to_1000_HalfCheetah-v4_2345 - train/reward","GAIL_training_0_to_1000_HalfCheetah-v4_2345 - train/reward__MIN","GAIL_training_0_to_1000_HalfCheetah-v4_2345 - train/reward__MAX","GAIL_training_neg_inf_to_0_HalfCheetah-v4_2345 - _step","GAIL_training_neg_inf_to_0_HalfCheetah-v4_2345 - _step__MIN","GAIL_training_neg_inf_to_0_HalfCheetah-v4_2345 - _step__MAX","GAIL_training_neg_inf_to_0_HalfCheetah-v4_2345 - train/reward","GAIL_training_neg_inf_to_0_HalfCheetah-v4_2345 - train/reward__MIN","GAIL_training_neg_inf_to_0_HalfCheetah-v4_2345 - train/reward__MAX","GAIL_training_6000_to_7000_HalfCheetah-v4_1234 - _step","GAIL_training_6000_to_7000_HalfCheetah-v4_1234 - _step__MIN","GAIL_training_6000_to_7000_HalfCheetah-v4_1234 - _step__MAX","GAIL_training_6000_to_7000_HalfCheetah-v4_1234 - train/reward","GAIL_training_6000_to_7000_HalfCheetah-v4_1234 - train/reward__MIN","GAIL_training_6000_to_7000_HalfCheetah-v4_1234 - train/reward__MAX","GAIL_training_5000_to_6000_HalfCheetah-v4_1234 - _step","GAIL_training_5000_to_6000_HalfCheetah-v4_1234 - _step__MIN","GAIL_training_5000_to_6000_HalfCheetah-v4_1234 - _step__MAX","GAIL_training_5000_to_6000_HalfCheetah-v4_1234 - train/reward","GAIL_training_5000_to_6000_HalfCheetah-v4_1234 - train/reward__MIN","GAIL_training_5000_to_6000_HalfCheetah-v4_1234 - train/reward__MAX","GAIL_training_3000_to_5000_HalfCheetah-v4_1234 - _step","GAIL_training_3000_to_5000_HalfCheetah-v4_1234 - _step__MIN","GAIL_training_3000_to_5000_HalfCheetah-v4_1234 - _step__MAX","GAIL_training_3000_to_5000_HalfCheetah-v4_1234 - train/reward","GAIL_training_3000_to_5000_HalfCheetah-v4_1234 - train/reward__MIN","GAIL_training_3000_to_5000_HalfCheetah-v4_1234 - train/reward__MAX","GAIL_training_1000_to_3000_HalfCheetah-v4_1234 - _step","GAIL_training_1000_to_3000_HalfCheetah-v4_1234 - _step__MIN","GAIL_training_1000_to_3000_HalfCheetah-v4_1234 - _step__MAX","GAIL_training_1000_to_3000_HalfCheetah-v4_1234 - train/reward","GAIL_training_1000_to_3000_HalfCheetah-v4_1234 - train/reward__MIN","GAIL_training_1000_to_3000_HalfCheetah-v4_1234 - train/reward__MAX","GAIL_training_0_to_1000_HalfCheetah-v4_1234 - _step","GAIL_training_0_to_1000_HalfCheetah-v4_1234 - _step__MIN","GAIL_training_0_to_1000_HalfCheetah-v4_1234 - _step__MAX","GAIL_training_0_to_1000_HalfCheetah-v4_1234 - train/reward","GAIL_training_0_to_1000_HalfCheetah-v4_1234 - train/reward__MIN","GAIL_training_0_to_1000_HalfCheetah-v4_1234 - train/reward__MAX","GAIL_training_neg_inf_to_0_HalfCheetah-v4_1234 - _step","GAIL_training_neg_inf_to_0_HalfCheetah-v4_1234 - _step__MIN","GAIL_training_neg_inf_to_0_HalfCheetah-v4_1234 - _step__MAX","GAIL_training_neg_inf_to_0_HalfCheetah-v4_1234 - train/reward","GAIL_training_neg_inf_to_0_HalfCheetah-v4_1234 - train/reward__MIN","GAIL_training_neg_inf_to_0_HalfCheetah-v4_1234 - train/reward__MAX"
"25000","25","25","25","17.622218600000004","17.622218600000004","17.622218600000004","25","25","25","16.018215599999998","16.018215599999998","16.018215599999998","25","25","25","21.2206312","21.2206312","21.2206312","25","25","25","11.8742992","11.8742992","11.8742992","25","25","25","0.24627179999999999","0.24627179999999999","0.24627179999999999","25","25","25","10.6696162","10.6696162","10.6696162","25","25","25","5.542895400000001","5.542895400000001","5.542895400000001","25","25","25","8.9236396","8.9236396","8.9236396","25","25","25","4.688352399999999","4.688352399999999","4.688352399999999","25","25","25","8.4295996","8.4295996","8.4295996","25","25","25","8.787410399999999","8.787410399999999","8.787410399999999","25","25","25","9.7642198","9.7642198","9.7642198"
"26000","26","26","26","17.1988542","17.1988542","17.1988542","26","26","26","26.4549978","26.4549978","26.4549978","26","26","26","30.866877","30.866877","30.866877","26","26","26","7.862533999999999","7.862533999999999","7.862533999999999","26","26","26","5.380508999999999","5.380508999999999","5.380508999999999","26","26","26","4.90835","4.90835","4.90835","26","26","26","1.3183875999999999","1.3183875999999999","1.3183875999999999","26","26","26","7.9042812","7.9042812","7.9042812","26","26","26","-1.335936","-1.335936","-1.335936","26","26","26","9.3932374","9.3932374","9.3932374","26","26","26","5.5994864","5.5994864","5.5994864","26","26","26","5.3669358","5.3669358","5.3669358"
"27000","27","27","27","26.243836199999997","26.243836199999997","26.243836199999997","27","27","27","13.9887524","13.9887524","13.9887524","27","27","27","20.6680346","20.6680346","20.6680346","27","27","27","0.8805316","0.8805316","0.8805316","27","27","27","8.317850799999999","8.317850799999999","8.317850799999999","27","27","27","16.8551974","16.8551974","16.8551974","27","27","27","5.4125172","5.4125172","5.4125172","27","27","27","20.214690400000002","20.214690400000002","20.214690400000002","27","27","27","4.6202854","4.6202854","4.6202854","27","27","27","17.2854372","17.2854372","17.2854372","27","27","27","5.7164748","5.7164748","5.7164748","27","27","27","6.3561894","6.3561894","6.3561894"
"28000","28","28","28","4.818106","4.818106","4.818106","28","28","28","12.7966712","12.7966712","12.7966712","28","28","28","10.533414","10.533414","10.533414","28","28","28","1.2381816","1.2381816","1.2381816","28","28","28","3.229311","3.229311","3.229311","28","28","28","-1.476838","-1.476838","-1.476838","28","28","28","8.074317","8.074317","8.074317","28","28","28","18.440796600000002","18.440796600000002","18.440796600000002","28","28","28","-1.7959516","-1.7959516","-1.7959516","28","28","28","0.763514","0.763514","0.763514","28","28","28","2.9881152","2.9881152","2.9881152","28","28","28","7.4989054","7.4989054","7.4989054"
"29000","29","29","29","-5.920741399999999","-5.920741399999999","-5.920741399999999","29","29","29","1.852237","1.852237","1.852237","29","29","29","3.8190028","3.8190028","3.8190028","29","29","29","-0.08807760000000009","-0.08807760000000009","-0.08807760000000009","29","29","29","2.9058238000000003","2.9058238000000003","2.9058238000000003","29","29","29","-5.9322478","-5.9322478","-5.9322478","29","29","29","5.902981200000001","5.902981200000001","5.902981200000001","29","29","29","12.004556599999999","12.004556599999999","12.004556599999999","29","29","29","-1.283228","-1.283228","-1.283228","29","29","29","-0.7723321999999999","-0.7723321999999999","-0.7723321999999999","29","29","29","1.6359862","1.6359862","1.6359862","29","29","29","0.9345532000000001","0.9345532000000001","0.9345532000000001"
"30000","30","30","30","-13.8926756","-13.8926756","-13.8926756","30","30","30","-10.245346000000001","-10.245346000000001","-10.245346000000001","30","30","30","-6.7584941999999995","-6.7584941999999995","-6.7584941999999995","30","30","30","-8.5445778","-8.5445778","-8.5445778","30","30","30","-10.218808","-10.218808","-10.218808","30","30","30","-8.229632","-8.229632","-8.229632","30","30","30","18.5350652","18.5350652","18.5350652","30","30","30","23.915353","23.915353","23.915353","30","30","30","-3.278489199999999","-3.278489199999999","-3.278489199999999","30","30","30","-2.1697429999999995","-2.1697429999999995","-2.1697429999999995","30","30","30","-1.470812","-1.470812","-1.470812","30","30","30","-3.5553101999999996","-3.5553101999999996","-3.5553101999999996"
"31000","31","31","31","-22.6056458","-22.6056458","-22.6056458","31","31","31","-11.584003000000001","-11.584003000000001","-11.584003000000001","31","31","31","-14.5713878","-14.5713878","-14.5713878","31","31","31","-15.424622199999998","-15.424622199999998","-15.424622199999998","31","31","31","-6.0727618","-6.0727618","-6.0727618","31","31","31","-6.3849029999999996","-6.3849029999999996","-6.3849029999999996","31","31","31","31.9292978","31.9292978","31.9292978","31","31","31","22.282407","22.282407","22.282407","31","31","31","-3.5058484","-3.5058484","-3.5058484","31","31","31","17.772657400000003","17.772657400000003","17.772657400000003","31","31","31","-1.0441362","-1.0441362","-1.0441362","31","31","31","-4.2065348","-4.2065348","-4.2065348"
"32000","32","32","32","-23.6997574","-23.6997574","-23.6997574","32","32","32","-20.283026600000003","-20.283026600000003","-20.283026600000003","32","32","32","-18.939866000000002","-18.939866000000002","-18.939866000000002","32","32","32","-20.019646199999997","-20.019646199999997","-20.019646199999997","32","32","32","-17.9550854","-17.9550854","-17.9550854","32","32","32","-14.424551600000001","-14.424551600000001","-14.424551600000001","32","32","32","64.9959262","64.9959262","64.9959262","32","32","32","17.636504600000002","17.636504600000002","17.636504600000002","32","32","32","310.8378378","310.8378378","310.8378378","32","32","32","-5.6103136","-5.6103136","-5.6103136","32","32","32","-2.1649187999999997","-2.1649187999999997","-2.1649187999999997","32","32","32","-4.1559666","-4.1559666","-4.1559666"
"33000","33","33","33","15.729363999999999","15.729363999999999","15.729363999999999","33","33","33","1.7194592","1.7194592","1.7194592","33","33","33","-19.3893294","-19.3893294","-19.3893294","33","33","33","-20.7565246","-20.7565246","-20.7565246","33","33","33","-19.950077","-19.950077","-19.950077","33","33","33","-19.6104244","-19.6104244","-19.6104244","33","33","33","77.29045060000001","77.29045060000001","77.29045060000001","33","33","33","16.889023","16.889023","16.889023","33","33","33","4.907372999999999","4.907372999999999","4.907372999999999","33","33","33","29.4276794","29.4276794","29.4276794","33","33","33","291.9981712","291.9981712","291.9981712","33","33","33","-4.0169988000000005","-4.0169988000000005","-4.0169988000000005"
"34000","34","34","34","-32.9846754","-32.9846754","-32.9846754","34","34","34","-11.899101400000001","-11.899101400000001","-11.899101400000001","34","34","34","-22.7338842","-22.7338842","-22.7338842","34","34","34","-19.845891799999997","-19.845891799999997","-19.845891799999997","34","34","34","5.748136799999999","5.748136799999999","5.748136799999999","34","34","34","-16.8073866","-16.8073866","-16.8073866","34","34","34","78.15618839999999","78.15618839999999","78.15618839999999","34","34","34","94.0470294","94.0470294","94.0470294","34","34","34","-5.721612799999999","-5.721612799999999","-5.721612799999999","34","34","34","48.55816159999999","48.55816159999999","48.55816159999999","34","34","34","244.3572168","244.3572168","244.3572168","34","34","34","-10.121119","-10.121119","-10.121119"
"35000","35","35","35","-38.492983200000005","-38.492983200000005","-38.492983200000005","35","35","35","-29.0575128","-29.0575128","-29.0575128","35","35","35","-24.8318062","-24.8318062","-24.8318062","35","35","35","-1.7650491999999995","-1.7650491999999995","-1.7650491999999995","35","35","35","-30.2008036","-30.2008036","-30.2008036","35","35","35","-27.8402104","-27.8402104","-27.8402104","35","35","35","42.6490668","42.6490668","42.6490668","35","35","35","-19.3999528","-19.3999528","-19.3999528","35","35","35","-12.6267364","-12.6267364","-12.6267364","35","35","35","249.0921276","249.0921276","249.0921276","35","35","35","618.5914028","618.5914028","618.5914028","35","35","35","-15.1740208","-15.1740208","-15.1740208"
"36000","36","36","36","-326.4362442","-326.4362442","-326.4362442","36","36","36","51.6663088","51.6663088","51.6663088","36","36","36","-30.795041599999998","-30.795041599999998","-30.795041599999998","36","36","36","-32.84070019999999","-32.84070019999999","-32.84070019999999","36","36","36","-31.064772600000005","-31.064772600000005","-31.064772600000005","36","36","36","-30.1295322","-30.1295322","-30.1295322","36","36","36","35.5340574","35.5340574","35.5340574","36","36","36","49.9776452","49.9776452","49.9776452","36","36","36","-13.9837856","-13.9837856","-13.9837856","36","36","36","-8.205373400000001","-8.205373400000001","-8.205373400000001","36","36","36","0.05256300000000005","0.05256300000000005","0.05256300000000005","36","36","36","-13.792813200000001","-13.792813200000001","-13.792813200000001"
"37000","37","37","37","-487.60187640000004","-487.60187640000004","-487.60187640000004","37","37","37","5.9190242","5.9190242","5.9190242","37","37","37","-34.121630800000005","-34.121630800000005","-34.121630800000005","37","37","37","2.6123946000000005","2.6123946000000005","2.6123946000000005","37","37","37","-1.936777","-1.936777","-1.936777","37","37","37","2.7947236","2.7947236","2.7947236","37","37","37","29.4632112","29.4632112","29.4632112","37","37","37","-87.5852134","-87.5852134","-87.5852134","37","37","37","-11.518871200000001","-11.518871200000001","-11.518871200000001","37","37","37","202.13344179999999","202.13344179999999","202.13344179999999","37","37","37","-0.6010044000000001","-0.6010044000000001","-0.6010044000000001","37","37","37","-64.4431414","-64.4431414","-64.4431414"
"38000","38","38","38","-475.3066288","-475.3066288","-475.3066288","38","38","38","-115.50427920000001","-115.50427920000001","-115.50427920000001","38","38","38","9.3649856","9.3649856","9.3649856","38","38","38","-193.41467719999997","-193.41467719999997","-193.41467719999997","38","38","38","-392.92896779999995","-392.92896779999995","-392.92896779999995","38","38","38","-365.5945906","-365.5945906","-365.5945906","38","38","38","-16.969234399999998","-16.969234399999998","-16.969234399999998","38","38","38","-29.7063566","-29.7063566","-29.7063566","38","38","38","2.5175384000000003","2.5175384000000003","2.5175384000000003","38","38","38","101.01070080000001","101.01070080000001","101.01070080000001","38","38","38","-5.191447999999999","-5.191447999999999","-5.191447999999999","38","38","38","249.36438579999998","249.36438579999998","249.36438579999998"
"39000","39","39","39","-555.3663686","-555.3663686","-555.3663686","39","39","39","-407.33145120000006","-407.33145120000006","-407.33145120000006","39","39","39","-22.472576","-22.472576","-22.472576","39","39","39","-24.301343799999998","-24.301343799999998","-24.301343799999998","39","39","39","-504.2919042","-504.2919042","-504.2919042","39","39","39","-622.0397382000001","-622.0397382000001","-622.0397382000001","39","39","39","-32.027393200000006","-32.027393200000006","-32.027393200000006","39","39","39","21.067236200000004","21.067236200000004","21.067236200000004","39","39","39","-136.9291478","-136.9291478","-136.9291478","39","39","39","-22.7051694","-22.7051694","-22.7051694","39","39","39","-18.487359","-18.487359","-18.487359","39","39","39","-168.1509514","-168.1509514","-168.1509514"
"40000","40","40","40","-19.4114796","-19.4114796","-19.4114796","40","40","40","-39.8294722","-39.8294722","-39.8294722","40","40","40","-59.878773","-59.878773","-59.878773","40","40","40","-352.5595456","-352.5595456","-352.5595456","40","40","40","-551.1742838","-551.1742838","-551.1742838","40","40","40","-371.7945776","-371.7945776","-371.7945776","40","40","40","-33.6844644","-33.6844644","-33.6844644","40","40","40","-23.0647868","-23.0647868","-23.0647868","40","40","40","-430.11190980000003","-430.11190980000003","-430.11190980000003","40","40","40","-9.7919826","-9.7919826","-9.7919826","40","40","40","-115.9050788","-115.9050788","-115.9050788","40","40","40","-85.88198159999999","-85.88198159999999","-85.88198159999999"
"41000","41","41","41","-20.983893","-20.983893","-20.983893","41","41","41","-419.03300879999995","-419.03300879999995","-419.03300879999995","41","41","41","-406.69990040000005","-406.69990040000005","-406.69990040000005","41","41","41","-522.4211282","-522.4211282","-522.4211282","41","41","41","-155.7997152","-155.7997152","-155.7997152","41","41","41","-357.44986819999997","-357.44986819999997","-357.44986819999997","41","41","41","3.1913096000000003","3.1913096000000003","3.1913096000000003","41","41","41","-315.02139","-315.02139","-315.02139","41","41","41","-28.358340399999996","-28.358340399999996","-28.358340399999996","41","41","41","-33.744858400000005","-33.744858400000005","-33.744858400000005","41","41","41","-25.7164878","-25.7164878","-25.7164878","41","41","41","1.6129379999999998","1.6129379999999998","1.6129379999999998"
"42000","42","42","42","-22.239134399999998","-22.239134399999998","-22.239134399999998","42","42","42","-165.4531292","-165.4531292","-165.4531292","42","42","42","-468.66109859999995","-468.66109859999995","-468.66109859999995","42","42","42","-479.7354212","-479.7354212","-479.7354212","42","42","42","-38.2821376","-38.2821376","-38.2821376","42","42","42","-586.743503","-586.743503","-586.743503","42","42","42","-118.76685320000001","-118.76685320000001","-118.76685320000001","42","42","42","-198.40759280000003","-198.40759280000003","-198.40759280000003","42","42","42","-125.01367019999998","-125.01367019999998","-125.01367019999998","42","42","42","-16.686497","-16.686497","-16.686497","42","42","42","-414.237248","-414.237248","-414.237248","42","42","42","21.375723200000003","21.375723200000003","21.375723200000003"
"43000","43","43","43","-8.894558400000001","-8.894558400000001","-8.894558400000001","43","43","43","-76.2261208","-76.2261208","-76.2261208","43","43","43","-317.86362799999995","-317.86362799999995","-317.86362799999995","43","43","43","-55.621752400000005","-55.621752400000005","-55.621752400000005","43","43","43","-50.3886592","-50.3886592","-50.3886592","43","43","43","-13.901447200000002","-13.901447200000002","-13.901447200000002","43","43","43","-68.3819726","-68.3819726","-68.3819726","43","43","43","-269.430734","-269.430734","-269.430734","43","43","43","-453.1543292","-453.1543292","-453.1543292","43","43","43","-272.1627786","-272.1627786","-272.1627786","43","43","43","-322.3680198","-322.3680198","-322.3680198","43","43","43","9.28297","9.28297","9.28297"
"44000","44","44","44","1.2352125999999999","1.2352125999999999","1.2352125999999999","44","44","44","-54.9283152","-54.9283152","-54.9283152","44","44","44","-27.717761000000003","-27.717761000000003","-27.717761000000003","44","44","44","-16.5366082","-16.5366082","-16.5366082","44","44","44","-3.2332886000000003","-3.2332886000000003","-3.2332886000000003","44","44","44","-10.4390208","-10.4390208","-10.4390208","44","44","44","-329.8859784","-329.8859784","-329.8859784","44","44","44","-90.8352414","-90.8352414","-90.8352414","44","44","44","-412.0193222","-412.0193222","-412.0193222","44","44","44","-358.1885408","-358.1885408","-358.1885408","44","44","44","-313.08263479999994","-313.08263479999994","-313.08263479999994","44","44","44","1.1285599999999998","1.1285599999999998","1.1285599999999998"
"45000","45","45","45","0.6469562","0.6469562","0.6469562","45","45","45","-71.57845540000001","-71.57845540000001","-71.57845540000001","45","45","45","-19.736320799999998","-19.736320799999998","-19.736320799999998","45","45","45","-5.657041399999999","-5.657041399999999","-5.657041399999999","45","45","45","-21.5614914","-21.5614914","-21.5614914","45","45","45","-2.3907586","-2.3907586","-2.3907586","45","45","45","-388.372498","-388.372498","-388.372498","45","45","45","-314.5318358","-314.5318358","-314.5318358","45","45","45","-214.24298560000003","-214.24298560000003","-214.24298560000003","45","45","45","-358.36399839999996","-358.36399839999996","-358.36399839999996","45","45","45","-521.7219546","-521.7219546","-521.7219546","45","45","45","16.2328","16.2328","16.2328"
"46000","46","46","46","-612.8236371999999","-612.8236371999999","-612.8236371999999","46","46","46","-22.5384922","-22.5384922","-22.5384922","46","46","46","-12.2655272","-12.2655272","-12.2655272","46","46","46","-7.887271000000001","-7.887271000000001","-7.887271000000001","46","46","46","-9.850556000000001","-9.850556000000001","-9.850556000000001","46","46","46","7.606260400000001","7.606260400000001","7.606260400000001","46","46","46","-358.22619640000005","-358.22619640000005","-358.22619640000005","46","46","46","-6.1738498","-6.1738498","-6.1738498","46","46","46","-13.4424866","-13.4424866","-13.4424866","46","46","46","-363.6117262","-363.6117262","-363.6117262","46","46","46","-579.70699","-579.70699","-579.70699","46","46","46","8.562470000000001","8.562470000000001","8.562470000000001"
"47000","47","47","47","-538.8605434","-538.8605434","-538.8605434","47","47","47","14.1348478","14.1348478","14.1348478","47","47","47","-28.641622599999998","-28.641622599999998","-28.641622599999998","47","47","47","-12.973481000000001","-12.973481000000001","-12.973481000000001","47","47","47","-23.2031164","-23.2031164","-23.2031164","47","47","47","-1.6236827999999999","-1.6236827999999999","-1.6236827999999999","47","47","47","-25.2551828","-25.2551828","-25.2551828","47","47","47","-6.2029432","-6.2029432","-6.2029432","47","47","47","-10.572050999999998","-10.572050999999998","-10.572050999999998","47","47","47","-352.49878120000005","-352.49878120000005","-352.49878120000005","47","47","47","-32.289435000000005","-32.289435000000005","-32.289435000000005","47","47","47","10.0938072","10.0938072","10.0938072"
"48000","48","48","48","-542.3902866000001","-542.3902866000001","-542.3902866000001","48","48","48","-22.4805288","-22.4805288","-22.4805288","48","48","48","-2.1043502","-2.1043502","-2.1043502","48","48","48","-23.768087400000006","-23.768087400000006","-23.768087400000006","48","48","48","-17.7163604","-17.7163604","-17.7163604","48","48","48","3.834378","3.834378","3.834378","48","48","48","-14.189729199999999","-14.189729199999999","-14.189729199999999","48","48","48","-8.0903752","-8.0903752","-8.0903752","48","48","48","2.2146894","2.2146894","2.2146894","48","48","48","-44.796396400000006","-44.796396400000006","-44.796396400000006","48","48","48","-48.5824252","-48.5824252","-48.5824252","48","48","48","-154.1337892","-154.1337892","-154.1337892"
"49000","49","49","49","-436.98484399999995","-436.98484399999995","-436.98484399999995","49","49","49","-524.8181004","-524.8181004","-524.8181004","49","49","49","-4.7556297999999995","-4.7556297999999995","-4.7556297999999995","49","49","49","-58.602866000000006","-58.602866000000006","-58.602866000000006","49","49","49","-417.22452880000003","-417.22452880000003","-417.22452880000003","49","49","49","-147.96698039999998","-147.96698039999998","-147.96698039999998","49","49","49","-17.891099399999998","-17.891099399999998","-17.891099399999998","49","49","49","0.8310049999999999","0.8310049999999999","0.8310049999999999","49","49","49","13.0299796","13.0299796","13.0299796","49","49","49","-28.594800199999998","-28.594800199999998","-28.594800199999998","49","49","49","-32.116727600000004","-32.116727600000004","-32.116727600000004","49","49","49","4.118142199999999","4.118142199999999","4.118142199999999"
"50000","50","50","50","-398.4133366","-398.4133366","-398.4133366","50","50","50","-568.7410036","-568.7410036","-568.7410036","50","50","50","-333.2907816","-333.2907816","-333.2907816","50","50","50","-180.9255536","-180.9255536","-180.9255536","50","50","50","-400.8806996","-400.8806996","-400.8806996","50","50","50","0.7442201999999999","0.7442201999999999","0.7442201999999999","50","50","50","-12.0587324","-12.0587324","-12.0587324","50","50","50","-7.272983999999999","-7.272983999999999","-7.272983999999999","50","50","50","-4.3874846000000005","-4.3874846000000005","-4.3874846000000005","50","50","50","-20.3849236","-20.3849236","-20.3849236","50","50","50","-17.978959","-17.978959","-17.978959","50","50","50","-625.0110935999999","-625.0110935999999","-625.0110935999999"
"51000","51","51","51","-58.77265620000001","-58.77265620000001","-58.77265620000001","51","51","51","-386.7968334","-386.7968334","-386.7968334","51","51","51","-309.3510734","-309.3510734","-309.3510734","51","51","51","-259.71335899999997","-259.71335899999997","-259.71335899999997","51","51","51","-246.06754119999997","-246.06754119999997","-246.06754119999997","51","51","51","-231.05720499999998","-231.05720499999998","-231.05720499999998","51","51","51","0.5164564","0.5164564","0.5164564","51","51","51","-1.8129324","-1.8129324","-1.8129324","51","51","51","-93.2855782","-93.2855782","-93.2855782","51","51","51","-10.6876422","-10.6876422","-10.6876422","51","51","51","-13.0766746","-13.0766746","-13.0766746","51","51","51","-273.0659954","-273.0659954","-273.0659954"
"52000","52","52","52","-306.5594952","-306.5594952","-306.5594952","52","52","52","1.0658797999999994","1.0658797999999994","1.0658797999999994","52","52","52","-343.82298280000003","-343.82298280000003","-343.82298280000003","52","52","52","-114.557107","-114.557107","-114.557107","52","52","52","-225.48853640000002","-225.48853640000002","-225.48853640000002","52","52","52","-40.176165000000005","-40.176165000000005","-40.176165000000005","52","52","52","-14.8759076","-14.8759076","-14.8759076","52","52","52","-93.3423976","-93.3423976","-93.3423976","52","52","52","-197.76888100000002","-197.76888100000002","-197.76888100000002","52","52","52","-45.032804","-45.032804","-45.032804","52","52","52","-9.0142482","-9.0142482","-9.0142482","52","52","52","-598.4756052","-598.4756052","-598.4756052"
